  1.00000000    0.00000000
  0.97777778    0.00553494
  0.95555556    0.01091871
  0.93333333    0.01610111
  0.91111111    0.02104193
  0.88888889    0.02571012
  0.86666667    0.03008293
  0.84444444    0.03414514
  0.82222222    0.03788823
  0.80000000    0.04130963
  0.77777778    0.04441196
  0.75555556    0.04720234
  0.73333333    0.04969161
  0.71111111    0.05189375
  0.68888889    0.05382513
  0.66666667    0.05550396
  0.64444444    0.05694962
  0.62222222    0.05818212
  0.60000000    0.05922152
  0.57777778    0.06008743
  0.55555556    0.06079847
  0.53333333    0.06137184
  0.51111111    0.06182285
  0.48888889    0.06216451
  0.46666667    0.06240715
  0.44444444    0.06255805
  0.42222222    0.06262113
  0.40000000    0.06259664
  0.37777778    0.06248088
  0.35555556    0.06226593
  0.33333333    0.06193947
  0.31111111    0.06148446
  0.28888889    0.06087899
  0.26666667    0.06009591
  0.24444444    0.05910254
  0.22222222    0.05786014
  0.20000000    0.05632310
  0.17777778    0.05443767
  0.15555556    0.05213977
  0.13333333    0.04935089
  0.11111111    0.04597046
  0.08888889    0.04185975
  0.06666667    0.03680444
  0.04444444    0.03040911
  0.02222222    0.02167493
  0.00000000    0.00000000
  0.00000000    0.00000000
  0.02222222   -0.02711528
  0.04444444   -0.03454515
  0.06666667   -0.03842753
  0.08888889   -0.04065576
  0.11111111   -0.04202343
  0.13333333   -0.04293812
  0.15555556   -0.04362198
  0.17777778   -0.04419313
  0.20000000   -0.04470642
  0.22222222   -0.04517667
  0.24444444   -0.04559332
  0.26666667   -0.04593021
  0.28888889   -0.04615248
  0.31111111   -0.04622162
  0.33333333   -0.04609916
  0.35555556   -0.04574945
  0.37777778   -0.04514173
  0.40000000   -0.04425169
  0.42222222   -0.04306248
  0.44444444   -0.04156549
  0.46666667   -0.03976069
  0.48888889   -0.03765678
  0.51111111   -0.03527112
  0.53333333   -0.03262937
  0.55555556   -0.02976501
  0.57777778   -0.02671866
  0.60000000   -0.02353728
  0.62222222   -0.02027316
  0.64444444   -0.01698285
  0.66666667   -0.01372588
  0.68888889   -0.01056345
  0.71111111   -0.00755694
  0.73333333   -0.00476635
  0.75555556   -0.00224860
  0.77777778   -0.00005579
  0.80000000    0.00176670
  0.82222222    0.00318215
  0.84444444    0.00416454
  0.86666667    0.00470069
  0.88888889    0.00479249
  0.91111111    0.00445914
  0.93333333    0.00373957
  0.95555556    0.00269483
  0.97777778    0.00141065
  1.00000000    0.00000000
