0.00093787 0.00131699
0.00174905 0.0036437
0.00330051 0.00632306
0.00640153 0.00998756
0.00913572 0.0128881
0.0121403 0.0154711
0.0159523 0.0188973
0.0221912 0.0219709
0.0278534 0.0246654
0.0336102 0.0269051
0.0381208 0.0284557
0.0436837 0.0301187
0.0501042 0.0321211
0.0581404 0.0339543
0.0659203 0.0368634
0.0794277 0.0402982
0.0904241 0.0426948
0.101138 0.0455141
0.114249 0.0467829
0.127218 0.0486151
0.15048 0.051858
0.17938 0.0551008
0.211036 0.0578946
0.248599 0.0594706
0.280439 0.0595774
0.301632 0.0599963
0.324135 0.060417
0.3432 0.0611667
0.361398 0.0611667
0.379711 0.0622729
0.404107 0.0631143
0.427451 0.0633251
0.452698 0.0633629
0.475823 0.0631143
0.50478 0.0624213
0.52737 0.0617935
0.55448 0.0612215
0.580979 0.0605909
0.606435 0.0592843
0.634672 0.0577149
0.661341 0.0558326
0.694285 0.0530086
0.739151 0.0479893
0.784592 0.0421399
0.826059 0.0366942
0.872236 0.0292262
0.906898 0.0223122
0.935539 0.0169563
0.96453 0.0100868
1 0
0.000172069 -0.00178876
0 -0.00388668
0.000198541 -0.00692908
0.000642895 -0.0100982
0.00205632 -0.0130536
0.00368341 -0.0157084
0.00561115 -0.0187073
0.00942313 -0.0223047
0.014155 -0.0252563
0.0196518 -0.0270715
0.0237417 -0.0287809
0.0314952 -0.0301905
0.0409392 -0.0321296
0.0554052 -0.0333804
0.0702145 -0.035554
0.0880085 -0.0382078
0.106983 -0.0397006
0.123567 -0.0405544
0.141847 -0.0432318
0.164201 -0.0450943
0.188533 -0.0466307
0.217346 -0.0472613
0.244686 -0.0468406
0.274802 -0.0464491
0.311511 -0.0461353
0.354809 -0.0461353
0.393972 -0.0448826
0.422301 -0.0441782
0.447678 -0.0414298
0.470224 -0.0387751
0.492858 -0.0354679
0.516077 -0.0327243
0.544 -0.0307616
0.566341 -0.0276993
0.592317 -0.0244867
0.615089 -0.0207882
0.638766 -0.017863
0.668953 -0.0141229
0.690988 -0.0116468
0.711541 -0.00848621
0.745426 -0.00377984
0.783704 0
0.818594 0.00320975
0.839774 0.00374864
0.863709 0.00406442
0.895353 0.0042138
0.922966 0.005579
0.944351 0.00464208
0.96433 0.00370515
1 0
