22680.35 13.93
22688.93 38.54 
22705.34 66.88
22738.14 105.64
22767.06 136.32
22798.84 163.64
22839.16 199.88
22905.15 232.39
22965.04 260.89
23025.93 284.58
23073.64 300.98
23132.48 318.57
23200.39 339.75
23285.39 359.14
23367.68 389.91
23510.55 426.24
23626.86 451.59
23740.18 481.41
23878.86 494.83
24016.04 514.21
24262.08 548.51
24567.76 582.81
24902.59 612.36
25299.90 629.03
25636.68 630.16
25860.84 634.59 
26098.86 639.04 
26300.51 646.97 
26492.99 646.97 
26686.69 658.67
26944.73 667.57
27191.65 669.80
27458.69 670.20
27703.29 667.57
28009.57 660.24
28248.51 653.60
28535.25 647.55
28815.54 640.88
29084.79 627.06
29383.46 610.46
29665.54 590.55
30013.99 560.68
30488.55 507.59
30969.18 445.72
31407.79 388.12
31896.21 309.13
32262.83 236.00
32565.78 179.35
32872.42 106.69
33247.59 0.00
22672.25 -18.92 
22670.43 -41.11 
22672.53 -73.29 
22677.23 -106.81 
22692.18 -138.07 
22709.39 -166.15 
22729.78 -197.87 
22770.10 -235.92 
22820.15 -267.14 
22878.29 -286.34 
22921.55 -304.42 
23003.56 -319.33 
23103.45 -339.84 
23256.46 -353.07 
23413.10 -376.06
23601.31 -404.13 
23802.01 -419.92
23977.42 -428.95
24170.77 -457.27
24407.21 -476.97
24664.57 -493.22
24969.33 -499.89
25258.51 -495.44
25577.06 -491.30
25965.33 -487.98
26423.30 -487.98
26837.53 -474.73
27137.17 -467.28
27405.59 -438.21
27644.06 -410.13
27883.47 -375.15
28129.06 -346.13
28424.40 -325.37
28660.71 -292.98
28935.46 -259.00
29176.32 -219.88
29426.76 -188.94
29746.05 -149.38
29979.12 -123.19
30196.51 -89.76
30554.92 -39.98
30959.79 0.00
31328.83 33.95
31552.85 39.65
31806.02 42.99
32140.72 44.57
32432.79 59.01
32658.98 49.10
32870.30 39.19
33247.59 0.00








