Iter | Func-count | Fval          | Feasibility | Step Length | Norm of step | First-order optimality | Mach     | Alt      | W_Fuel   | Span     | Kink Chord  | LE Sweep  | Outer Taper  | FTank Eta  | Front Spar  | Rear Spar  | Au CST 1  | Au CST 2  | Au CST 3  | Au CST 4  | Au CST 5  | Al CST 1  | Al CST 2  | Al CST 3  | Al CST 4  | Al CST 5 
   0 |         21 | -1.009781e+00 |   5.803e-08 |   0.000e+00 | 5.359e+00 |  | 0.8093 | 11887.2000 | 694410.6600 | 60.3000 | 7.6931 | 0.5585 | 0.2860 | 0.8500 | 0.2000 | 0.7500 | 0.1459 | 0.1809 | 0.1075 | 0.2600 | 0.2516 | -0.2034 | 0.0091 | -0.3087 | 0.0758 | 0.0643 | -0.1928 | 0.0000
   1 |         56 | -1.010223e+00 |   0.000e+00 |   6.502e-02 | 3.104e+01 |  | 0.8087 | 11895.2614 | 693468.7293 | 60.2182 | 7.7063 | 0.5594 | 0.2847 | 0.8500 | 0.1997 | 0.7500 | 0.1481 | 0.1865 | 0.1092 | 0.2549 | 0.2519 | -0.1992 | 0.0092 | -0.3032 | 0.0785 | 0.0652 | -0.1915 | -0.0004
   2 |        116 | -1.010255e+00 |   0.000e+00 |   7.795e-06 | 3.105e+01 |  | 0.8087 | 11895.2603 | 693468.6039 | 60.2182 | 7.7063 | 0.5594 | 0.2847 | 0.8500 | 0.1997 | 0.7500 | 0.1481 | 0.1865 | 0.1092 | 0.2549 | 0.2519 | -0.1992 | 0.0092 | -0.3032 | 0.0785 | 0.0652 | -0.1915 | -0.0004
   3 |        157 | -1.010357e+00 |   0.000e+00 |   8.505e-03 | 1.972e+00 |  | 0.8087 | 11896.2024 | 693358.5384 | 60.2220 | 7.7093 | 0.5596 | 0.2846 | 0.8500 | 0.1996 | 0.7500 | 0.1479 | 0.1870 | 0.1094 | 0.2539 | 0.2509 | -0.1982 | 0.0092 | -0.3028 | 0.0785 | 0.0652 | -0.1914 | -0.0008
   4 |        180 | -1.016501e+00 |   8.074e-04 |   2.469e-01 | 4.439e+00 |  | 0.7693 | 12474.2640 | 693874.0780 | 62.5632 | 7.3224 | 0.5526 | 0.2826 | 0.8500 | 0.1990 | 0.7500 | 0.1376 | 0.2024 | 0.1089 | 0.2450 | 0.2465 | -0.1934 | 0.0081 | -0.2774 | 0.0693 | 0.0677 | -0.1067 | 0.0008
   5 |        226 | -1.016503e+00 |   8.073e-04 |   3.274e-04 | 2.988e+00 |  | 0.7693 | 12474.3447 | 693855.5249 | 62.5636 | 7.3223 | 0.5526 | 0.2826 | 0.8500 | 0.1990 | 0.7500 | 0.1376 | 0.2024 | 0.1089 | 0.2450 | 0.2465 | -0.1934 | 0.0081 | -0.2774 | 0.0693 | 0.0677 | -0.1067 | 0.0008
   6 |        263 | -1.015720e+00 |   0.000e+00 |   1.003e-02 | 4.420e+00 |  | 0.7692 | 12476.3439 | 693857.3698 | 62.5717 | 7.3320 | 0.5527 | 0.2833 | 0.8500 | 0.1989 | 0.7500 | 0.1378 | 0.2019 | 0.1093 | 0.2436 | 0.2467 | -0.1935 | 0.0081 | -0.2772 | 0.0693 | 0.0677 | -0.1079 | -0.0001
   7 |        295 | -1.018504e+00 |   0.000e+00 |   1.920e-01 | 3.167e+01 |  | 0.7710 | 12488.1995 | 693868.3101 | 62.6197 | 7.4152 | 0.5504 | 0.2876 | 0.8500 | 0.1983 | 0.7500 | 0.1400 | 0.1895 | 0.1185 | 0.2190 | 0.2571 | -0.1997 | 0.0071 | -0.2711 | 0.0713 | 0.0687 | -0.1073 | -0.0075
   8 |        333 | -1.018951e+00 |   0.000e+00 |   3.070e-02 | 4.749e+01 |  | 0.7712 | 12484.0360 | 693546.4896 | 62.6252 | 7.4248 | 0.5502 | 0.2871 | 0.8500 | 0.1981 | 0.7500 | 0.1408 | 0.1875 | 0.1202 | 0.2161 | 0.2585 | -0.2016 | 0.0070 | -0.2689 | 0.0717 | 0.0683 | -0.1071 | -0.0085
   9 |        376 | -1.019009e+00 |   0.000e+00 |   2.979e-03 | 2.965e+01 |  | 0.7711 | 12483.3379 | 693492.5270 | 62.6196 | 7.4253 | 0.5502 | 0.2872 | 0.8500 | 0.1981 | 0.7500 | 0.1409 | 0.1874 | 0.1204 | 0.2162 | 0.2584 | -0.2017 | 0.0070 | -0.2684 | 0.0717 | 0.0683 | -0.1070 | -0.0085
