1.00000000  0.00000000
0.98429268  0.00314110
0.96858924  0.00623204
0.95289355  0.00926088
0.93720948  0.01221752
0.92154090  0.01509360
0.90589169  0.01788238
0.89026569  0.02057865
0.87466677  0.02317855
0.85909877  0.02567951
0.84356553  0.02808004
0.82807090  0.03037971
0.81261869  0.03257895
0.79721270  0.03467894
0.78185676  0.03668153
0.76655464  0.03858910
0.75131011  0.04040445
0.73612695  0.04213072
0.72100889  0.04377128
0.70595967  0.04532963
0.69098301  0.04680934
0.67608258  0.04821396
0.66126208  0.04954695
0.64652516  0.05081165
0.63187545  0.05201118
0.61731657  0.05314843
0.60285211  0.05422600
0.58848564  0.05524621
0.57422071  0.05621102
0.56006083  0.05712207
0.54600950  0.05798064
0.53207019  0.05878765
0.51824633  0.05954367
0.50454133  0.06024895
0.49095858  0.06090341
0.47750144  0.06150667
0.46417321  0.06205806
0.45097718  0.06255668
0.43791662  0.06300140
0.42499475  0.06339093
0.41221475  0.06372381
0.39957977  0.06399849
0.38709295  0.06421335
0.37475734  0.06436674
0.36257601  0.06445701
0.35055195  0.06448257
0.33868813  0.06444191
0.32698749  0.06433366
0.31545289  0.06415658
0.30408720  0.06390963
0.29289322  0.06359198
0.28187370  0.06320305
0.27103137  0.06274251
0.26036891  0.06221032
0.24988893  0.06160673
0.23959403  0.06093231
0.22948676  0.06018793
0.21956959  0.05937478
0.20984499  0.05849437
0.20031534  0.05754852
0.19098301  0.05653935
0.18185028  0.05546929
0.17291943  0.05434102
0.16419264  0.05315749
0.15567207  0.05192188
0.14735984  0.05063760
0.13925797  0.04930820
0.13136849  0.04793744
0.12369332  0.04652916
0.11623437  0.04508731
0.10899348  0.04361590
0.10197242  0.04211896
0.09517295  0.04060051
0.08859672  0.03906451
0.08224537  0.03751489
0.07612047  0.03595541
0.07022351  0.03438974
0.06455597  0.03282134
0.05911923  0.03125350
0.05391464  0.02968927
0.04894348  0.02813145
0.04420699  0.02658259
0.03970631  0.02504492
0.03544258  0.02352040
0.03141684  0.02201067
0.02763008  0.02051704
0.02408324  0.01904051
0.02077719  0.01758173
0.01771275  0.01614106
0.01489067  0.01471851
0.01231166  0.01331381
0.00997634  0.01192638
0.00788530  0.01055536
0.00603904  0.00919963
0.00443804  0.00785783
0.00308267  0.00652840
0.00197327  0.00520956
0.00111013  0.00389941
0.00049344  0.00259587
0.00012337  0.00129681
0.00000000  0.00000000
0.00012337  -0.00180617
0.00049344  -0.00360520
0.00111013  -0.00539002
0.00197327  -0.00715369
0.00308267  -0.00888950
0.00443804  -0.01059099
0.00603904  -0.01225205
0.00788530  -0.01386698
0.00997634  -0.01543050
0.01231166  -0.01693784
0.01489067  -0.01838479
0.01771275  -0.01976768
0.02077719  -0.02108347
0.02408324  -0.02232974
0.02763008  -0.02350472
0.03141684  -0.02460728
0.03544258  -0.02563695
0.03970631  -0.02659387
0.04420699  -0.02747884
0.04894348  -0.02829323
0.05391464  -0.02903898
0.05911923  -0.02971858
0.06455597  -0.03033496
0.07022351  -0.03089152
0.07612047  -0.03139200
0.08224537  -0.03184046
0.08859672  -0.03224123
0.09517295  -0.03259877
0.10197242  -0.03291767
0.10899348  -0.03320255
0.11623437  -0.03345798
0.12369332  -0.03368839
0.13136849  -0.03389804
0.13925797  -0.03409093
0.14735984  -0.03427071
0.15567207  -0.03444064
0.16419264  -0.03460353
0.17291943  -0.03476167
0.18185028  -0.03491681
0.19098301  -0.03507010
0.20031534  -0.03522206
0.20984499  -0.03537255
0.21956959  -0.03552080
0.22948676  -0.03566533
0.23959403  -0.03580404
0.24988893  -0.03593416
0.26036891  -0.03605229
0.27103137  -0.03615448
0.28187370  -0.03623621
0.29289322  -0.03629249
0.30408720  -0.03631792
0.31545289  -0.03630675
0.32698749  -0.03625297
0.33868813  -0.03615040
0.35055195  -0.03599280
0.36257601  -0.03577392
0.37475734  -0.03548770
0.38709295  -0.03512828
0.39957977  -0.03469020
0.41221475  -0.03416843
0.42499475  -0.03355856
0.43791662  -0.03285687
0.45097718  -0.03206043
0.46417321  -0.03116724
0.47750144  -0.03017627
0.49095858  -0.02908761
0.50454133  -0.02790251
0.51824633  -0.02662345
0.53207019  -0.02525418
0.54600950  -0.02379982
0.56006083  -0.02226678
0.57422071  -0.02066289
0.58848564  -0.01899726
0.60285211  -0.01728037
0.61731657  -0.01552392
0.63187545  -0.01374081
0.64652516  -0.01194505
0.66126208  -0.01015162
0.67608258  -0.00837632
0.69098301  -0.00663565
0.70595967  -0.00494661
0.72100889  -0.00332647
0.73612695  -0.00179256
0.75131011  -0.00036203
0.76655464  0.00094841
0.78185676  0.00212285
0.79721270  0.00314638
0.81261869  0.00400549
0.82807090  0.00468838
0.84356553  0.00518533
0.85909877  0.00548901
0.87466677  0.00559493
0.89026569  0.00550172
0.90589169  0.00521159
0.92154090  0.00473067
0.93720948  0.00406937
0.95289355  0.00324280
0.96858924  0.00227108
0.98429268  0.00117974
1.00000000  0.00000000
